Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Transaction_Distance,Authentication_Method,Is_Weekend,Fraud_Label,Year,Month,Day,Hour,Minute,Second
35.27,0,37925.04,1,0,0,7,214.41,4,1,4563.38,0,0,1,2023,2,20,1,0,0
118.2,0,95140.46,1,0,0,6,35.51,1,2,2299.28,1,0,0,2023,9,10,22,9,0
15.59,2,95387.35,1,0,1,13,41.8,0,2,720.96,3,0,0,2023,7,3,3,33,0
6.15,2,3625.63,2,0,0,8,69.99,0,2,277.02,2,1,0,2023,5,18,22,35,0
53.09,3,17897.26,0,0,0,14,394.31,0,3,3197.52,1,1,1,2023,12,25,23,29,0
2.49,0,60511.33,0,1,0,1,62.85,3,2,30.12,2,0,0,2023,1,20,10,21,0
3.78,2,18134.63,1,0,0,5,143.38,4,1,3740.34,1,0,1,2023,11,28,18,40,0
1.12,2,57503.06,0,0,0,4,148.46,0,2,277.16,0,1,0,2023,3,26,7,13,0
122.02,0,11344.36,0,0,0,4,171.35,4,2,2082.26,0,0,1,2023,6,1,19,0,0
159.55,1,1110.82,2,0,0,10,86.37,2,1,4633.55,1,0,0,2023,4,10,10,16,0
53.31,1,56009.93,2,0,0,5,55.08,1,0,934.87,1,1,1,2023,12,22,16,32,0
207.53,1,91446.97,1,0,0,10,175.65,1,2,1165.68,2,1,0,2023,9,28,15,38,0
138.97,2,32025.47,0,0,0,8,381.19,1,1,3122.67,2,0,0,2023,9,3,9,51,0
94.25,3,96470.42,0,0,0,10,336.56,0,2,416.64,0,1,0,2023,9,20,17,34,0
132.86,2,27749.12,2,0,0,11,149.71,3,3,3816.82,0,1,0,2023,12,6,17,50,0
42.86,2,85897.69,1,1,0,6,328.05,3,2,3126.1,1,0,0,2023,5,31,8,52,0
1.39,1,9811.47,0,0,1,12,334.68,0,2,984.99,2,0,1,2023,10,17,13,9,0
21.71,3,87806.75,2,0,0,3,238.95,1,3,1037.83,0,0,0,2023,4,22,23,19,0
69.77,0,40857.54,0,0,0,3,240.12,2,0,469.63,1,1,0,2023,10,25,21,18,0
233.69,1,80810.46,2,0,0,2,186.22,2,0,3054.16,1,0,0,2023,8,6,14,58,0
31.77,0,55825.56,2,0,0,14,457.19,1,0,2634.58,2,0,1,2023,5,8,7,34,0
12.04,1,49353.76,0,0,0,11,121.95,4,1,917.2,1,0,1,2023,9,22,23,54,0
270.31,1,24863.35,1,0,0,13,411.76,1,3,421.54,0,0,0,2023,3,30,13,22,0
24.47,3,70288.0,1,0,0,5,157.39,3,3,4318.28,2,0,0,2023,11,26,19,57,0
187.23,0,27542.41,1,0,0,3,20.36,2,0,1710.31,3,1,0,2023,6,26,18,30,0
34.21,0,56831.51,0,0,0,10,461.14,0,0,1259.66,0,0,0,2023,9,6,5,47,0
108.03,3,75251.99,0,0,1,5,47.08,3,0,2290.95,1,0,0,2023,4,24,2,44,0
285.5,3,89326.52,2,0,0,1,438.35,1,2,3759.17,1,0,0,2023,5,27,7,48,0
166.65,1,32511.14,2,0,0,13,20.64,0,0,2400.14,3,0,1,2023,3,29,6,33,0
528.3,3,29873.15,2,0,0,12,418.17,3,1,1623.75,2,0,0,2023,9,20,17,12,0
30.28,3,13060.6,1,0,0,1,443.56,0,1,2272.73,2,1,0,2023,11,1,0,11,0
141.44,1,41826.37,0,0,0,5,489.34,2,0,3467.58,1,0,0,2023,8,3,4,50,0
326.74,3,47777.78,2,0,0,14,92.73,0,2,4018.63,1,1,0,2023,9,24,12,39,0
130.93,2,91251.11,0,0,0,6,51.15,0,2,3646.81,3,0,0,2023,3,3,3,2,0
44.38,2,73893.83,2,0,0,2,277.4,0,2,4382.16,3,0,0,2023,8,5,2,45,0
288.27,3,41549.17,2,0,0,6,196.28,0,1,1456.56,0,1,1,2023,2,4,6,55,0
2.47,2,23808.35,0,0,0,9,98.27,3,0,1905.97,3,1,0,2023,4,24,23,23,0
745.09,0,70739.33,0,0,0,11,184.63,1,0,368.41,0,0,1,2023,4,23,23,16,0
655.75,1,7092.48,2,0,0,11,472.48,0,2,3226.12,0,0,0,2023,4,1,19,23,0
181.33,2,44462.71,1,0,0,7,208.91,3,0,2943.85,1,0,0,2023,2,19,1,19,0
56.72,1,77968.04,2,0,0,6,350.34,1,0,2247.72,3,0,1,2023,12,21,9,32,0
299.97,2,97633.9,2,0,0,7,343.62,3,0,2287.48,2,0,0,2023,1,12,23,54,0
2.0,0,56331.71,0,0,0,6,437.26,0,2,4335.29,0,0,0,2023,12,17,0,16,0
67.85,1,30984.5,1,0,0,12,101.6,0,2,3168.21,3,0,0,2023,8,19,0,35,0
25.72,1,27819.79,0,0,0,9,68.5,1,3,2764.74,0,0,0,2023,2,17,17,28,0
72.58,2,27438.01,1,0,0,2,222.71,3,0,2183.58,0,0,0,2023,8,17,2,17,0
242.18,1,60272.08,2,0,0,11,299.35,1,1,4526.57,2,1,0,2023,9,16,21,11,0
63.61,3,80088.34,0,0,0,4,240.16,0,3,812.48,0,0,1,2023,1,26,22,32,0
214.6,3,92464.52,2,0,0,8,427.0,3,0,857.75,2,1,0,2023,6,26,15,53,0
182.1,2,20083.33,1,0,0,1,456.36,1,0,3651.58,0,0,0,2023,1,14,15,37,0
22.94,3,51835.3,1,0,0,4,313.44,3,2,3434.49,2,1,0,2023,5,3,12,16,0
80.15,1,77823.39,1,0,0,11,111.49,3,3,2314.73,3,0,0,2023,7,17,9,40,0
199.59,0,51203.71,1,0,0,8,448.45,4,0,3604.8,3,0,1,2023,11,16,10,14,0
52.36,0,47707.16,1,0,0,13,432.66,0,2,2242.58,3,0,0,2023,4,10,12,14,0
59.85,0,27659.21,1,0,0,11,135.92,4,2,3837.37,3,0,1,2023,1,13,15,49,0
81.79,3,60471.67,0,0,0,5,222.33,0,1,4392.99,3,0,0,2023,10,22,18,49,0
11.6,0,96504.74,0,0,0,12,123.88,3,0,2833.06,3,0,0,2023,12,10,8,32,0
112.12,3,60967.35,0,0,0,9,80.39,1,2,4680.68,1,0,0,2023,6,23,21,15,0
527.43,2,98604.54,2,0,1,14,422.31,1,3,4925.24,0,0,1,2023,1,22,7,54,0
96.42,0,5485.14,0,0,0,13,106.48,2,0,3914.23,1,0,0,2023,4,14,5,29,0
96.17,1,13161.9,2,0,0,4,470.66,4,0,2198.16,1,0,1,2023,11,8,6,31,0
26.07,0,79506.4,0,0,0,8,456.05,2,0,3705.04,1,0,0,2023,8,12,11,17,0
26.42,0,27647.06,2,0,0,13,442.48,1,1,3708.53,0,1,0,2023,8,12,18,8,0
103.76,3,45331.87,2,0,0,11,381.25,1,3,2929.13,0,0,0,2023,7,20,14,52,0
63.06,1,66363.7,1,0,0,6,58.13,4,2,2708.61,0,0,1,2023,6,13,21,27,0
66.04,3,33728.05,1,0,0,12,153.0,2,2,2637.72,0,0,0,2023,7,24,7,42,0
38.37,3,88373.47,1,0,1,3,486.39,4,0,4474.76,2,0,1,2023,10,16,9,26,0
72.13,2,63667.63,1,0,1,6,465.94,0,0,3051.45,1,0,0,2023,11,8,7,48,0
30.07,1,2614.64,2,0,0,1,139.68,0,2,1465.26,1,1,0,2023,9,10,3,40,0
28.65,0,72387.04,2,0,0,9,114.0,0,1,2985.94,1,0,1,2023,11,12,2,21,0
20.64,2,47378.82,2,0,0,7,270.58,1,0,1264.49,1,0,0,2023,12,6,18,7,0
363.37,2,49605.77,0,0,0,6,364.45,3,0,3844.72,2,0,0,2023,5,1,21,10,0
27.07,3,26986.71,0,0,0,14,469.47,4,2,1035.88,2,0,1,2023,8,28,19,48,0
192.31,2,8130.02,1,0,0,5,116.83,4,0,2688.62,1,1,1,2023,2,5,10,0,0
255.21,2,78151.39,0,0,0,3,108.83,0,2,3079.11,3,0,0,2023,5,11,11,9,0
18.42,0,50226.64,2,0,0,12,207.39,4,1,462.98,2,0,1,2023,10,14,3,16,0
218.74,1,2642.73,1,0,0,8,314.13,4,1,3803.71,3,0,1,2023,5,21,7,22,0
104.41,0,25982.86,1,0,0,14,316.56,4,3,2674.98,0,0,1,2023,3,11,4,6,0
100.22,2,21112.59,1,0,0,8,87.77,0,3,1610.89,0,1,0,2023,10,16,12,10,0
180.23,0,45240.15,0,0,0,14,470.48,4,1,4753.02,2,0,1,2023,7,23,14,39,0
44.49,1,49474.89,1,0,0,2,434.73,1,0,4517.38,0,1,0,2023,9,3,23,21,0
2.53,3,29477.87,2,0,0,13,218.65,1,0,1891.17,3,1,0,2023,1,20,13,18,0
6.97,1,34487.92,2,0,0,2,396.53,2,2,2776.32,3,0,0,2023,1,3,17,51,0
1.65,0,78022.85,2,0,0,2,280.49,0,2,1252.51,1,0,0,2023,5,2,21,15,0
97.77,2,71455.66,1,0,0,6,493.87,0,3,1136.37,3,1,0,2023,2,21,12,19,0
212.54,2,50109.18,0,0,0,10,12.36,0,3,1295.65,3,0,0,2023,2,26,7,23,0
115.97,3,88599.09,2,0,0,4,156.88,3,3,717.02,3,0,0,2023,2,22,18,34,0
8.74,2,35729.55,0,0,0,3,493.21,0,0,3845.75,1,0,0,2023,7,27,0,33,0
52.88,2,2364.38,1,0,1,13,126.06,1,1,2060.23,1,0,0,2023,7,29,12,17,0
40.0,1,96364.87,2,0,0,14,75.38,1,3,719.18,1,0,1,2023,3,23,17,4,0
104.94,2,5005.45,2,0,0,1,330.54,3,3,3163.58,0,1,0,2023,7,14,22,11,0
288.82,1,52729.01,1,0,0,2,464.83,3,3,4276.78,0,0,0,2023,3,29,17,11,0
87.1,0,69871.63,1,0,1,6,174.95,2,3,2791.09,1,0,0,2023,9,20,23,1,0
118.96,0,49508.38,2,0,0,12,11.49,4,3,510.15,3,1,1,2023,11,25,2,57,0
97.96,1,13315.66,1,0,0,1,212.34,0,3,4115.21,2,0,0,2023,11,22,19,25,0
93.4,1,88374.09,2,0,0,8,339.03,1,2,2660.03,2,0,0,2023,1,31,17,31,0
254.51,0,49960.79,2,1,0,4,15.53,2,0,3183.64,1,1,0,2023,11,9,7,49,0
120.55,3,92704.52,1,0,1,9,345.88,2,0,3783.35,1,0,1,2023,9,26,16,30,0
54.51,3,35811.22,1,0,0,8,491.05,4,2,4111.82,3,0,1,2023,6,12,0,56,0
194.04,3,32431.67,1,0,0,8,345.92,2,2,1728.18,0,0,0,2023,2,8,8,26,0
14.32,1,71881.62,1,0,1,9,342.61,1,1,3469.77,3,0,0,2023,1,11,5,4,0
342.06,1,50095.44,1,0,0,9,214.96,0,3,4047.94,0,1,0,2023,4,11,16,44,0
98.7,1,23730.5,2,0,1,4,305.68,3,0,2326.89,1,0,0,2023,9,1,7,26,0
42.94,0,39303.57,0,0,0,8,162.22,2,0,3984.98,3,0,1,2023,6,2,4,47,0
36.84,1,89059.88,0,0,0,5,423.54,0,2,1848.63,1,1,0,2023,1,14,23,56,0
112.02,0,99826.91,0,0,0,14,123.72,4,3,3973.74,3,1,1,2023,11,13,21,7,0
160.04,2,92302.08,2,0,0,7,382.85,2,1,197.12,0,1,0,2023,6,20,3,17,0
46.95,0,21846.76,2,0,1,12,315.97,3,3,1232.05,0,0,0,2023,5,19,6,11,0
40.12,0,74530.02,1,0,1,5,76.25,0,0,1605.92,2,0,0,2023,5,3,10,16,0
15.3,0,60593.66,1,0,0,3,293.43,3,3,2767.94,0,1,0,2023,7,28,20,53,0
9.42,3,85774.27,1,0,0,7,289.49,2,2,1712.45,2,0,0,2023,4,1,1,26,0
98.91,1,44483.45,2,0,0,12,256.07,2,1,1790.56,2,1,0,2023,5,16,10,47,0
92.82,3,74925.85,2,0,0,9,178.4,1,0,1432.67,2,0,0,2023,8,13,10,52,0
15.8,3,48785.69,1,0,1,6,477.93,4,0,4065.37,1,0,1,2023,11,13,11,49,0
79.94,1,75073.79,2,0,0,6,480.7,3,1,1650.5,2,0,0,2023,10,3,11,5,0
104.77,0,6089.24,2,0,0,8,211.5,4,1,4930.74,1,0,1,2023,7,11,13,17,0
28.71,3,13023.42,1,0,0,7,291.54,1,1,3479.78,2,1,0,2023,8,31,13,41,0
75.21,3,77165.88,2,0,0,6,143.96,3,1,4377.85,3,1,0,2023,5,28,4,8,0
4.88,0,94574.99,2,0,0,2,435.08,3,3,2399.45,3,0,0,2023,3,12,3,54,0
64.14,1,67032.64,0,0,0,11,301.99,3,1,1233.08,0,0,0,2023,11,11,9,22,0
69.84,2,87703.36,1,1,0,7,462.61,1,3,1499.72,0,0,0,2023,9,2,13,23,0
24.69,2,29794.07,2,0,0,4,171.29,3,3,3522.97,0,1,0,2023,8,27,13,59,0
12.01,3,25946.13,1,0,0,7,313.89,1,2,2198.99,2,0,1,2023,4,25,12,44,0
190.01,0,63632.81,0,0,0,10,115.66,3,1,1504.97,1,0,0,2023,7,6,23,52,0
173.31,3,91162.67,0,0,0,3,200.51,4,3,4548.2,1,1,1,2023,10,28,18,11,0
81.4,1,62827.37,2,0,0,9,345.36,4,0,4544.06,2,1,1,2023,8,21,16,17,0
112.4,0,67975.87,1,0,0,10,364.38,3,1,527.39,0,0,0,2023,3,23,20,11,0
180.79,1,58572.66,2,0,0,9,402.71,0,1,3381.66,2,0,0,2023,11,17,3,45,0
129.42,1,77120.24,0,0,0,11,40.69,0,2,621.84,0,0,0,2023,2,18,12,19,0
190.24,0,8244.27,2,1,1,7,277.81,1,1,2438.76,3,0,0,2023,10,18,10,15,0
126.2,0,78799.41,1,0,0,12,40.26,1,0,2475.18,1,0,0,2023,5,19,6,57,0
67.32,0,73602.84,1,0,0,7,45.64,2,1,3136.38,3,0,0,2023,4,4,10,35,0
26.63,3,50618.48,1,0,0,2,201.31,3,1,933.11,0,0,0,2023,8,25,23,43,0
125.95,3,11222.02,2,0,0,3,389.94,2,0,4152.38,1,0,0,2023,10,15,17,30,0
345.14,0,43770.02,1,0,0,14,268.63,1,1,1314.72,0,0,0,2023,3,18,5,27,0
138.28,3,42988.09,2,0,0,12,167.21,2,2,4273.29,1,0,1,2023,7,25,0,29,0
307.14,0,32502.36,0,0,0,8,45.53,2,2,1720.72,2,1,0,2023,1,26,19,39,0
180.05,1,36956.91,1,0,0,12,435.26,0,0,1641.28,3,0,0,2023,5,31,14,6,0
5.6,3,81148.66,1,0,0,1,10.87,3,1,2359.55,1,0,0,2023,2,3,16,54,0
96.93,2,54308.07,1,0,0,1,132.77,3,0,1890.21,1,0,1,2023,12,23,3,30,0
80.95,1,35690.78,1,0,0,13,405.86,0,2,2642.14,0,0,0,2023,12,5,0,17,0
131.12,3,80357.29,1,0,0,13,299.32,4,2,1195.48,2,0,1,2023,12,11,18,10,0
165.7,1,84885.18,0,0,0,6,406.58,4,2,4945.3,2,0,1,2023,4,27,7,48,0
34.54,3,13986.12,1,0,1,2,299.86,2,3,487.45,2,0,1,2023,4,27,10,48,0
64.9,1,91745.87,0,0,0,4,42.29,4,1,3652.05,1,0,1,2023,4,28,11,36,0
26.63,2,34966.06,1,0,1,14,382.06,3,2,1442.43,1,0,0,2023,4,16,22,51,0
56.97,0,20665.77,1,0,0,4,67.47,1,2,3998.55,3,1,0,2023,7,22,2,40,0
48.58,2,80428.82,0,0,0,13,16.41,3,0,1284.81,2,1,0,2023,11,17,17,22,0
1.73,0,14899.73,1,0,0,10,271.54,1,0,425.51,1,0,0,2023,2,3,22,10,0
46.24,3,88097.33,2,0,0,5,418.97,2,1,4053.55,3,0,0,2023,12,13,3,6,0
114.04,1,74936.78,1,0,0,6,294.73,2,3,3420.28,1,0,0,2023,10,3,12,28,0
170.99,0,31448.6,0,0,0,7,383.25,3,1,441.92,1,1,0,2023,12,29,12,54,0
248.62,1,81493.44,0,0,1,13,226.74,2,1,1996.59,2,0,0,2023,8,14,13,50,0
83.31,3,24515.61,2,0,0,10,186.75,2,3,4238.02,0,0,0,2023,10,10,0,33,0
19.93,3,52110.13,0,0,0,3,300.0,2,1,301.77,3,0,1,2023,9,7,17,23,0
89.66,3,41475.72,2,0,0,13,438.72,4,1,3610.02,0,0,1,2023,5,23,0,33,0
114.98,2,74518.67,2,0,0,13,343.78,1,3,3397.44,1,0,0,2023,1,29,14,1,0
352.75,0,10466.44,0,0,0,1,305.3,0,3,1536.36,3,0,0,2023,2,5,17,52,0
73.12,2,99568.37,1,0,0,14,278.53,4,2,1839.24,3,0,1,2023,4,30,22,50,0
115.36,1,93888.71,2,0,0,13,346.76,0,2,1099.17,2,1,0,2023,12,12,13,51,0
81.79,0,29719.53,0,0,0,5,245.47,0,0,3098.88,3,0,0,2023,5,10,23,53,0
36.73,1,6196.13,2,0,0,2,242.38,2,2,2224.28,2,1,0,2023,9,28,3,28,0
76.07,3,33392.6,2,0,0,1,483.31,3,1,1111.36,1,0,1,2023,2,16,0,43,0
315.54,1,28062.52,1,0,0,8,225.94,3,2,4171.25,2,0,0,2023,6,13,22,32,0
53.22,1,17597.08,2,0,0,5,456.64,0,1,4311.2,1,0,0,2023,6,5,7,14,0
405.24,3,97271.83,2,0,0,2,73.03,1,2,4447.34,3,0,0,2023,4,20,11,27,0
171.28,0,61926.07,0,1,0,11,41.37,4,3,20.5,0,0,1,2023,8,31,9,18,0
109.88,0,79252.64,1,0,0,6,461.64,1,2,2938.27,1,0,0,2023,10,14,16,23,0
63.66,3,59773.09,2,0,0,5,158.72,0,0,3461.42,3,0,0,2023,12,10,17,23,0
80.22,3,39115.2,0,0,0,3,187.46,4,1,2672.81,3,0,1,2023,5,27,6,55,0
19.22,0,97130.82,0,1,0,6,295.94,4,0,436.48,1,1,1,2023,4,28,20,15,0
122.8,0,10038.5,1,0,0,6,217.46,0,2,1490.27,2,0,0,2023,3,1,21,16,0
64.14,2,519.91,0,0,0,12,351.25,4,2,1308.73,2,0,1,2023,4,20,17,27,0
22.71,2,35335.99,2,0,0,11,123.7,3,0,772.77,1,0,1,2023,11,22,2,1,0
8.02,3,28827.74,2,0,0,3,420.47,4,3,1659.06,1,1,1,2023,2,26,13,46,0
387.37,2,3277.67,1,0,0,9,430.14,0,3,3906.5,2,0,0,2023,1,7,23,27,0
27.33,1,60135.14,0,0,0,4,339.86,0,3,172.55,3,0,0,2023,9,15,18,19,0
176.22,0,84149.19,1,0,0,11,266.1,0,2,341.22,3,0,0,2023,3,9,0,30,0
297.29,2,52926.25,0,0,0,6,363.21,1,1,4632.08,1,0,0,2023,12,7,3,53,0
13.59,3,90524.32,0,0,0,6,470.44,3,0,4309.29,3,0,0,2023,4,5,11,50,0
116.06,2,72281.49,2,0,0,4,216.92,1,3,4751.75,2,0,0,2023,2,12,12,26,0
47.54,0,32900.14,1,0,0,8,246.1,0,0,1966.13,2,0,0,2023,9,26,14,36,0
137.14,3,811.44,2,0,0,12,28.49,1,1,1165.55,0,0,0,2023,9,8,19,24,0
72.88,1,27137.22,1,0,0,3,470.88,2,3,3012.66,2,1,0,2023,7,7,19,8,0
4.71,3,85794.0,2,0,0,13,237.4,2,3,4220.2,3,0,0,2023,1,9,4,20,0
82.28,0,21702.28,0,0,0,6,199.53,1,2,1960.1,3,0,0,2023,12,10,14,0,0
99.89,3,73231.31,2,0,0,5,290.36,1,2,310.48,1,0,0,2023,3,23,9,36,0
89.24,0,81608.19,1,0,1,2,337.44,3,0,694.27,0,0,1,2023,4,19,5,19,0
149.12,2,1481.66,0,1,1,6,139.38,2,0,1172.5,1,0,1,2023,5,6,1,33,0
59.25,3,34048.77,0,0,0,2,467.44,4,0,2047.59,0,1,1,2023,1,30,10,49,0
151.54,1,43790.81,1,0,0,9,31.01,2,3,4766.3,3,0,0,2023,11,1,2,57,0
77.54,3,48711.58,1,0,0,11,459.59,3,2,4637.41,2,0,0,2023,5,21,18,41,0
30.55,3,39259.2,1,0,1,9,134.35,3,0,784.07,1,0,0,2023,5,3,15,21,0
267.03,2,52412.48,0,0,0,5,85.41,3,1,158.37,1,1,0,2023,11,22,10,28,0
299.28,3,20802.56,0,0,0,10,356.1,2,0,3418.1,1,0,0,2023,1,12,19,58,0
10.87,0,18333.88,1,0,0,5,264.18,3,2,1954.93,2,0,1,2023,1,12,23,31,0
262.93,3,93008.91,0,0,0,1,130.36,0,0,349.83,0,0,0,2023,2,26,10,2,0
82.86,0,12315.01,0,0,0,7,284.23,1,2,1265.35,2,0,0,2023,1,11,18,49,0
67.69,3,35723.49,0,0,1,8,191.19,3,0,4183.94,2,0,0,2023,2,15,11,2,0
116.98,3,36423.61,2,0,0,4,470.45,0,0,4347.1,3,0,0,2023,6,21,22,42,0
133.21,3,92263.86,0,1,0,6,276.54,1,1,2155.27,3,0,0,2023,6,3,8,55,0
74.97,0,74727.36,0,0,0,10,353.81,3,1,4287.78,2,0,0,2023,8,18,18,41,0
21.26,2,65977.36,1,0,0,11,111.4,2,3,556.77,3,0,0,2023,11,17,9,1,0
34.62,3,97213.17,2,0,0,2,238.84,0,0,3942.14,0,1,0,2023,7,13,13,26,0
5.77,2,66925.49,2,0,0,9,248.25,1,2,1508.68,1,0,0,2023,7,14,8,54,0
19.07,1,37784.91,1,0,0,2,189.55,2,3,386.44,1,1,0,2023,6,28,6,2,0
55.55,3,82728.51,2,0,0,13,16.5,2,3,3655.51,2,1,0,2023,4,5,21,34,0
167.33,0,92098.38,0,0,0,11,147.8,0,3,4945.17,3,0,0,2023,3,14,15,49,0
165.95,2,38741.11,0,1,0,8,436.32,2,1,4984.74,0,0,0,2023,8,28,1,32,0
4.28,0,82885.92,0,0,0,10,39.23,3,3,4987.32,3,1,0,2023,5,4,8,27,0
69.49,2,4337.37,1,0,0,7,364.06,4,2,2459.72,3,0,1,2023,12,26,13,40,0
175.09,3,92238.31,1,0,0,5,319.13,3,0,4563.67,3,0,0,2023,6,23,12,59,0
269.25,0,76738.88,0,0,0,10,386.83,2,1,674.62,2,0,0,2023,7,2,15,57,0
17.71,3,41226.3,0,0,0,13,41.98,3,0,3601.82,3,1,0,2023,12,27,17,0,0
44.65,3,67309.2,2,0,0,1,403.24,3,0,4765.24,2,0,1,2023,4,9,10,12,0
23.36,0,36496.04,1,0,0,7,364.21,4,2,4280.88,2,0,1,2023,3,27,12,49,0
4.61,2,1167.72,2,0,0,9,303.76,1,3,1125.48,0,1,0,2023,11,22,3,15,0
2.5,1,98898.27,0,0,1,4,103.8,0,3,375.26,3,1,0,2023,1,4,0,4,0
62.64,0,87969.3,2,0,0,4,109.47,0,1,2705.67,3,0,0,2023,12,11,15,46,0
31.77,2,86085.33,0,0,0,8,276.32,0,3,425.11,3,0,1,2023,12,22,11,15,0
299.02,0,77255.23,1,0,0,10,185.25,1,2,443.52,1,0,0,2023,8,25,19,24,0
23.21,1,91497.84,0,0,0,3,326.59,4,0,3750.49,3,1,1,2023,5,12,3,21,0
24.47,2,87795.23,0,0,1,4,187.99,1,2,77.0,3,0,0,2023,3,1,16,39,0
115.71,1,54309.01,0,0,0,11,249.24,2,2,1392.43,1,0,0,2023,4,4,0,16,0
20.26,3,77321.14,1,0,0,10,327.67,0,2,3873.25,1,1,0,2023,1,26,21,2,0
26.27,3,29007.98,0,0,0,2,199.01,0,1,2492.63,2,0,0,2023,12,2,5,15,0
21.41,3,88609.34,0,0,0,5,380.51,2,3,2566.13,3,1,0,2023,8,1,7,34,0
183.8,3,94396.9,1,0,0,11,29.06,4,2,1498.03,0,0,1,2023,8,12,8,1,0
7.62,0,96232.61,0,0,0,8,193.0,0,1,216.89,3,0,0,2023,12,16,15,36,0
58.29,0,8384.77,1,0,0,9,218.91,4,3,823.46,3,0,1,2023,12,15,10,57,0
40.39,1,25226.32,0,0,0,10,372.48,2,1,2318.87,1,1,0,2023,2,17,1,17,0
187.91,0,27271.85,0,0,0,13,339.48,4,3,1834.68,0,0,1,2023,8,17,17,46,0
51.04,2,95140.61,2,1,0,10,479.79,4,3,1623.06,0,0,1,2023,11,9,1,59,0
70.63,3,7239.79,1,0,0,13,171.48,1,3,1192.15,0,0,0,2023,3,31,8,34,0
15.86,3,25357.76,0,0,0,9,256.72,1,0,1658.47,0,0,0,2023,8,28,8,34,0
10.24,0,45536.32,2,0,0,13,353.99,3,2,3820.93,3,0,0,2023,7,29,3,2,0
28.8,2,32619.16,0,0,0,9,464.15,1,1,2358.04,2,1,0,2023,2,4,15,25,0
25.34,1,7404.06,1,0,0,11,52.52,1,0,1294.74,1,0,0,2023,1,18,13,35,0
130.06,2,64128.38,1,0,0,6,388.17,4,1,4292.1,2,0,1,2023,3,12,15,59,0
35.04,2,46078.59,1,0,0,11,397.96,0,3,4908.34,2,1,0,2023,9,3,5,26,0
241.73,0,27195.12,0,0,0,11,398.37,2,2,3622.9,2,0,1,2023,9,6,3,16,0
159.05,1,59179.06,1,0,1,6,41.92,3,0,837.41,0,1,0,2023,8,24,1,44,0
27.96,1,59586.41,0,0,0,1,110.29,1,3,14.89,1,0,0,2023,9,25,22,45,0
206.74,2,99746.86,0,0,0,7,223.14,1,3,614.44,0,0,0,2023,10,16,19,1,0
8.5,2,10316.41,2,0,0,11,431.01,0,0,3267.85,1,1,0,2023,4,18,15,13,0
3.75,0,13217.98,2,0,0,1,115.82,3,2,2202.21,2,0,0,2023,9,23,6,6,0
190.69,0,8944.03,0,0,0,8,387.48,4,3,3786.96,0,0,1,2023,3,8,21,24,0
119.3,3,68366.05,1,0,0,4,330.65,1,2,3127.09,0,0,0,2023,10,6,7,20,0
3.52,0,69241.38,1,0,0,5,424.87,4,0,3702.02,0,0,1,2023,7,24,1,26,0
59.39,2,98853.31,1,0,0,9,68.39,2,2,4590.62,0,1,0,2023,5,25,11,11,0
181.64,2,34711.96,0,0,0,8,108.23,2,3,1471.01,3,1,0,2023,12,25,15,25,0
9.03,2,5494.4,1,0,0,8,73.32,2,0,2447.69,2,0,0,2023,1,27,22,26,0
127.17,0,97695.94,1,0,0,6,235.48,3,0,1327.84,3,0,0,2023,1,7,1,23,0
184.24,3,16585.37,0,0,0,9,244.89,2,1,3000.04,0,0,0,2023,2,5,17,47,0
0.74,0,66341.71,1,0,0,5,126.14,3,1,4430.72,1,0,0,2023,8,29,4,18,0
13.08,3,47109.3,2,0,0,5,295.8,1,1,3750.69,2,0,1,2023,10,12,10,3,0
212.6,3,85023.11,2,0,0,10,257.1,2,0,4076.82,1,1,0,2023,2,7,23,45,0
91.64,0,62684.47,1,0,1,4,443.77,3,3,830.12,2,0,0,2023,10,15,6,47,0
27.82,2,80295.05,2,0,0,5,44.8,2,0,249.63,3,0,0,2023,11,7,4,2,0
118.36,0,36629.67,2,0,0,8,426.3,4,3,2613.9,3,0,1,2023,7,8,7,48,0
13.44,0,58710.69,2,0,1,6,287.38,1,2,3383.07,0,0,0,2023,8,9,16,52,0
104.53,3,3816.14,0,0,0,1,36.15,0,2,322.42,2,0,0,2023,11,8,14,54,0
168.04,0,57824.19,2,0,0,10,446.65,1,0,3419.19,1,1,0,2023,1,13,13,13,0
15.09,1,62878.68,0,0,0,1,497.26,4,0,3857.49,0,0,1,2023,12,27,8,17,0
50.62,3,75192.44,0,0,1,9,292.14,3,0,2155.82,2,1,0,2023,7,29,6,29,0
241.79,0,61258.92,0,0,1,5,262.6,2,1,4688.02,1,1,0,2023,7,28,18,39,0
142.66,0,39046.7,0,0,0,5,115.43,0,2,865.44,1,1,0,2023,2,16,20,38,0
170.8,3,63214.82,2,0,0,12,472.05,1,3,1951.67,1,1,0,2023,7,19,22,42,0
42.75,3,3443.79,1,1,0,9,51.85,3,2,383.72,0,1,0,2023,8,17,22,47,0
24.31,0,40610.41,2,0,0,12,460.87,1,0,2914.31,1,0,0,2023,5,5,0,39,0
89.26,2,47639.17,0,0,0,1,241.02,0,2,2089.9,3,0,0,2023,5,27,2,59,0
25.21,2,2086.99,0,0,0,9,388.04,1,0,273.97,0,1,0,2023,5,16,13,2,0
